Domain,NC,AA,GC
Protozoa,0.9695,0.968595,0.52105571
Protozoa,0.987,1.00611,0.4805936
Protozoa,0.9885,1.01777,0.41961503
Protozoa,0.9525,0.9302,0.55793301
Protozoa,0.94,0.955856,0.34491305
Protozoa,0.935,0.954228,0.32441595
Protozoa,0.9875,0.978614,0.569542
Protozoa,0.9695,0.986166,0.39718781
Protozoa,0.9815,0.977259,0.43060649
Protozoa,0.9895,0.962146,0.53872196
Protozoa,0.959,0.967748,0.39006441
Protozoa,0.9755,1.01284,0.36831848
Protozoa,0.9575,0.97445,0.35836186
Protozoa,0.9775,0.96833,0.49900544
Protozoa,0.894,0.899362,0.30368233
Protozoa,1.001,1.06201,0.41940137
Protozoa,0.9245,0.904736,0.6540842
Protozoa,1.005,1.03496,0.52180339
Protozoa,0.991,1.02123,0.42792527
Protozoa,0.9445,0.920301,0.62860563
Protozoa,0.9995,0.992864,0.49329134
Protozoa,0.979,1.02175,0.39522801
Protozoa,0.948,0.916505,0.63529794
Protozoa,0.9265,0.894663,0.61887585
Protozoa,0.9085,0.909724,0.33183328
Protozoa,0.9455,0.949139,0.41886961
Protozoa,0.99,1.00339,0.44190791
Protozoa,0.981,1.01113,0.42104216
Protozoa,0.9815,0.974024,0.51014969
Protozoa,0.994,1.1047,0.4
Protozoa,0.995,1.00538,0.47226979
Protozoa,1.0,1.05933,0.42747813
Protozoa,0.9985,1.05576,0.43267831
Protozoa,0.95,0.969298,0.33472215
Protozoa,1.005,1.06006,0.44049798
Protozoa,1.0055,1.05038,0.44067796
Protozoa,0.998,1.06099,0.42774357
Protozoa,0.9525,0.945719,0.57415883
Protozoa,0.9225,0.971372,0.29324628
Protozoa,0.967,0.929495,0.61374644
Protozoa,1.007,1.01336,0.48544468
Protozoa,0.955,0.978959,0.34625756
Protozoa,0.9825,0.96096,0.52038401
Protozoa,1.0015,1.06234,0.42478197
Protozoa,0.9055,0.88314,0.68956727
Protozoa,0.93,0.900127,0.64769829
Protozoa,0.8115,0.747615,0.74850061
Protozoa,0.9665,0.9708,0.38496891
Protozoa,0.974,0.97294,0.43880731
Protozoa,0.992,0.978667,0.58073344
Protozoa,0.947,0.920182,0.64340219
Protozoa,0.958,0.971197,0.35678908
Protozoa,1.002,1.06,0.42914536
Protozoa,0.9265,0.90851,0.37918462
Protozoa,0.9585,0.972339,0.35140582
Protozoa,0.966,0.976009,0.38746045
Protozoa,0.9525,0.9713,0.36939958
Protozoa,1.004,1.06951,0.44167306
Protozoa,0.9975,1.05845,0.41273839
Protozoa,0.8915,0.864949,0.70387803
Protozoa,0.951,0.97542,0.33601568
Protozoa,0.9365,0.963808,0.35697928
Protozoa,0.996,1.05205,0.42976406
Protozoa,1.0035,1.01847,0.4393619
Protozoa,0.9995,1.06231,0.4265938
Protozoa,1.004,1.06131,0.44533236
Protozoa,0.974,1.00413,0.37583643
Protozoa,0.993,1.0074,0.43422712
Protozoa,0.9625,0.980249,0.39935889
Protozoa,0.939,0.906545,0.65935523
Protozoa,0.995,1.0655,0.40977713
Protozoa,0.9935,1.01957,0.42520699
Protozoa,0.9465,0.968877,0.33347417
Protozoa,0.961,0.966744,0.36833206
Protozoa,0.9915,1.01808,0.43666927
Protozoa,1.002,1.05994,0.43173565
Protozoa,0.992,1.00984,0.46320845
Protozoa,0.9255,0.974186,0.2962345
Protozoa,0.9315,0.90434,0.65384009
Protozoa,0.9325,0.923323,0.62763566
Protozoa,0.9465,0.956121,0.35367253
Protozoa,0.949,0.943198,0.50607629
Protozoa,0.9795,0.971848,0.47227489
Protozoa,0.97,0.975147,0.39150236
Protozoa,0.9895,1.02212,0.42044008
Protozoa,1.006,1.03255,0.51956124
Protozoa,0.951,0.934837,0.46167151
Protozoa,0.968,0.968031,0.42778925
Protozoa,0.9785,0.968799,0.4951969
Protozoa,0.9635,0.96618,0.39606373
Protozoa,0.863,0.808118,0.49253821
Protozoa,0.905,0.865108,0.6335889
Protozoa,0.978,0.968853,0.48315803
Protozoa,0.9935,1.00454,0.43722755
Protozoa,1.0035,1.06316,0.4377276
Protozoa,0.974,0.963395,0.52826739
Protozoa,0.956,0.972461,0.34696748
Protozoa,0.9675,0.97937,0.37534146
Protozoa,0.9565,0.973506,0.35509138
Protozoa,0.989,1.04579,0.39425325
Protozoa,0.987,1.02638,0.40933958
Protozoa,0.969,0.953612,0.45364639
Protozoa,0.992,1.01524,0.42229977
Protozoa,0.95,0.96113,0.4840816
Protozoa,0.925,0.900017,0.65193917
Protozoa,0.9085,0.928027,0.33759339
Protozoa,0.8885,0.95446,0.24826306
Protozoa,0.949,0.970168,0.33554745
Protozoa,0.905,0.886838,0.43560451
Protozoa,0.997,1.06251,0.42572463
Protozoa,0.9385,0.894299,0.61700962
Protozoa,0.95,0.965348,0.35641229
Protozoa,0.998,1.05975,0.42124408
Protozoa,0.9655,0.965634,0.42599475
Protozoa,0.963,0.967273,0.42493918
Protozoa,0.778,0.721764,0.73562849
Protozoa,1.009,1.27563,0.41935483
Protozoa,1.0955,1.89253,0.53043478
Protozoa,1.0075,1.03273,0.55621011
Protozoa,0.9805,1.13539,0.40014419
Protozoa,0.9695,1.1496,0.36289726
Protozoa,0.957,1.15138,0.36512667
Protozoa,1.0055,1.0571,0.530858
Protozoa,0.851,0.829941,0.57499227
Protozoa,0.9835,1.02022,0.41548771
Protozoa,0.897,0.841605,0.56666045
Protozoa,0.918,0.873049,0.6449554
Protozoa,0.9865,0.971595,0.50558301
Protozoa,0.9855,0.979623,0.45058664
Protozoa,0.8995,0.865078,0.71137748
Protozoa,0.8045,0.737898,0.74456116
Protozoa,0.979,0.964729,0.47311181
Protozoa,0.98,0.973883,0.43609614
Protozoa,1.074,1.68103,0.56790123
Protozoa,1.0295,1.17642,0.58258642
Protozoa,0.9845,0.95365,0.54046914
Protozoa,0.987,0.967901,0.47776628
Protozoa,0.956,0.906133,0.53782482
Protozoa,0.988,1.00981,0.44086021
Protozoa,0.981,1.11687,0.39512555
Protozoa,0.955,0.926925,0.63159811
Protozoa,0.9605,0.972191,0.37566977
Protozoa,0.9875,0.990877,0.46117763
Protozoa,0.8055,0.816556,0.33579075
Protozoa,0.9425,0.926416,0.55053209
Protozoa,0.9865,0.972209,0.50485095
Protozoa,0.9905,1.13952,0.40958605
Protozoa,0.9325,0.895218,0.67745387
Protozoa,0.924,0.968962,0.29033495
Protozoa,0.985,1.01895,0.41395082
Protozoa,0.9985,1.04678,0.42824074
Protozoa,0.999,1.00829,0.43410404
Protozoa,0.9305,0.908401,0.63434949
Protozoa,0.9485,0.921627,0.62622259
Protozoa,0.9255,0.88298,0.61006005
Protozoa,0.9595,0.927473,0.52474966
Protozoa,0.8505,0.895963,0.38433629
Protozoa,1.032,1.24128,0.54672245
Protozoa,0.977,1.02811,0.42977743
Protozoa,0.9505,1.14954,0.34595397
Protozoa,0.974,1.15077,0.37463556
Protozoa,0.959,1.13497,0.35441176
Protozoa,0.992,0.984227,0.54132935
Protozoa,0.9785,0.967924,0.48398727
Protozoa,0.904,0.865526,0.63444363
Protozoa,0.9845,0.966069,0.49142937
Protozoa,0.8695,0.924843,0.27233288
Protozoa,0.964,0.956001,0.54452625
Protozoa,0.972,0.965638,0.49913032
Protozoa,0.991,1.06321,0.40677966
Protozoa,0.956,0.964247,0.37851163
Protozoa,0.999,1.05943,0.4226691
Protozoa,0.983,0.973096,0.45552461
Protozoa,0.97,0.941703,0.57804912
Protozoa,1.0705,1.48354,0.55492957
Protozoa,0.8495,0.904842,0.25281803
Protozoa,0.9795,0.951889,0.55202159
Protozoa,0.991,0.959974,0.54300977
Protozoa,0.99,1.01025,0.44105984
Protozoa,0.9995,1.05854,0.43925574
Protozoa,0.996,1.02446,0.43204633
Protozoa,0.993,1.00457,0.45117845
Protozoa,0.9775,0.989461,0.40736694
Protozoa,0.995,1.02393,0.41441274
Protozoa,0.956,0.915167,0.5748241
Protozoa,0.9935,1.0104,0.4325023
Protozoa,0.978,1.1579,0.39925925
Protozoa,0.998,1.04557,0.43737574
Protozoa,0.995,1.00287,0.45662272
Protozoa,0.953,1.00109,0.34499632
Protozoa,0.9715,0.999235,0.38042509
Protozoa,0.9545,0.969072,0.35322943
Protozoa,0.9455,0.952926,0.36007473
Protozoa,0.9315,0.908906,0.63330362
Protozoa,0.929,0.906777,0.63640326
Protozoa,0.9395,0.95098,0.34495705
Protozoa,0.993,0.998066,0.46120481
Protozoa,0.9265,0.948951,0.45791114
Protozoa,1.026,1.14296,0.56550951
Protozoa,0.9485,0.986203,0.33724832
Protozoa,0.98,1.12803,0.39748334
Protozoa,0.9705,1.16127,0.37020648
Protozoa,0.972,1.18981,0.3788774
Protozoa,0.9755,1.20504,0.37322363
Protozoa,0.983,0.951835,0.57318364
Protozoa,0.949,0.927651,0.47227733
Protozoa,0.903,0.867311,0.4244124
Protozoa,0.914,0.93286,0.2983128
Protozoa,0.9605,0.996388,0.36713922
Protozoa,1.0035,1.06863,0.42164314
Protozoa,0.9835,0.976391,0.47090403
Protozoa,1.0075,1.06232,0.46201311
Protozoa,0.957,0.975519,0.35161815
Protozoa,0.994,1.0664,0.40570809
Protozoa,0.973,1.00169,0.36359051
Protozoa,0.9825,0.976167,0.47468176
Protozoa,1.038,1.35695,0.59033078
Protozoa,0.9605,0.99997,0.35360971
Protozoa,0.9875,0.976791,0.47023185
Protozoa,0.9875,0.981808,0.43007256
Protozoa,0.9605,0.981824,0.34919849
Protozoa,0.969,0.936909,0.57096029
Protozoa,0.9605,1.14519,0.36026686
Protozoa,1.004,1.0251,0.48742454
Protozoa,0.9605,0.955164,0.37323022
Protozoa,0.8825,0.898339,0.38732832
Protozoa,1.045,1.34739,0.48222565
Protozoa,0.936,0.94355,0.35215289
Protozoa,0.9265,0.963762,0.3059258
Protozoa,0.9895,1.00035,0.45178248
Protozoa,0.9825,0.958803,0.53782228
Protozoa,0.906,0.88554,0.57472399
Protozoa,0.955,0.930603,0.61303828
Protozoa,0.984,1.01996,0.38970304
Protozoa,0.8385,0.816475,0.44062088
Protozoa,0.979,1.0037,0.39967832
Protozoa,0.955,0.92967,0.60683495
Protozoa,0.9795,0.984379,0.49526841
Protozoa,0.911,0.863755,0.50455023
Protozoa,0.9085,0.876494,0.42771136
Protozoa,0.9805,0.958005,0.55148642
Protozoa,1.028,1.32389,0.4591961
Protozoa,0.983,0.989667,0.43657013
Protozoa,0.968,1.17558,0.36047372
Protozoa,0.9795,1.21985,0.37413925
Protozoa,0.988,1.13111,0.41002949
Protozoa,0.98,1.17243,0.39229249
Protozoa,0.9935,0.989474,0.57090826
Protozoa,0.9535,0.920787,0.62257873
Protozoa,0.991,0.975341,0.5412217
Protozoa,0.849,0.797497,0.61942418
Protozoa,0.984,0.977724,0.44592248
Protozoa,0.874,0.901105,0.30385593
Protozoa,0.9655,0.940502,0.4518315
Protozoa,0.985,0.964963,0.51221722
Protozoa,0.976,0.947379,0.55250248
Protozoa,0.9605,0.935698,0.51485436
Protozoa,0.983,0.969731,0.474306
Protozoa,1.062,1.4164,0.50773195
Protozoa,1.0075,1.06904,0.51359671
Protozoa,0.9875,0.975538,0.46523076
Protozoa,0.9855,0.967853,0.50504276
Protozoa,1.0015,1.30814,0.39880059
Protozoa,0.9995,1.06588,0.42363636
Protozoa,0.9585,0.976669,0.49553123
Protozoa,0.9625,0.938321,0.48637346
Protozoa,0.9785,0.976801,0.41740484
Protozoa,0.983,1.01384,0.44224598
Mitochondrial,0.7545,0.783272,0.19727258
Mitochondrial,0.828,0.872919,0.20996284
Mitochondrial,0.81,0.853911,0.19687604
Mitochondrial,0.784,0.81561,0.19469414
Mitochondrial,0.996,1.00055,0.44764203
Mitochondrial,1.0105,1.006,0.50390757
Mitochondrial,0.9675,0.990251,0.40160531
Mitochondrial,0.9955,1.02825,0.40980348
Mitochondrial,0.9835,1.01959,0.4138812
Mitochondrial,1.08,1.55548,0.53
Mitochondrial,0.9835,0.998493,0.48044344
Mitochondrial,0.985,0.978061,0.57436542
Mitochondrial,0.968,0.969592,0.50168189
Mitochondrial,0.991,1.00268,0.4370712
Mitochondrial,0.9525,0.963673,0.35298401
Mitochondrial,0.985,0.973844,0.49483448
Mitochondrial,0.967,0.972407,0.38556032
Mitochondrial,0.9735,1.06802,0.38329322
Mitochondrial,0.9505,0.974664,0.48100757
Mitochondrial,1.0255,1.10235,0.50735863
Mitochondrial,0.9905,1.02234,0.40870845
Mitochondrial,0.997,0.990682,0.46441281
Mitochondrial,0.9895,1.02178,0.42954324
Mitochondrial,0.9335,0.921073,0.55133226
Mitochondrial,0.9365,0.956874,0.40404008
Mitochondrial,0.995,1.00247,0.45161657
Mitochondrial,0.79,0.839728,0.17781162
Mitochondrial,0.9875,1.0191,0.41336157
Mitochondrial,0.965,0.967217,0.52054906
Mitochondrial,0.9495,0.910586,0.63649851
Mitochondrial,0.9525,0.9844,0.33039067
Mitochondrial,1.0095,1.03034,0.49495848
Mitochondrial,0.9945,1.00374,0.4405581
Mitochondrial,1.006,1.06708,0.49203734
Mitochondrial,0.9315,0.994702,0.31121281
Mitochondrial,0.966,0.973051,0.37565968
Mitochondrial,0.946,0.969775,0.33312374
Mitochondrial,0.9575,0.969732,0.35430932
Mitochondrial,0.9585,0.928901,0.61486345
Mitochondrial,0.8945,0.967761,0.27153341
Mitochondrial,0.908,0.884089,0.68113718
Mitochondrial,0.9715,0.965046,0.46306154
Mitochondrial,0.988,1.03711,0.40393974
Mitochondrial,0.958,0.964313,0.41676125
Mitochondrial,1.0025,1.05376,0.4377947
Mitochondrial,1.0025,1.01098,0.47380865
Mitochondrial,1.061,1.46928,0.56233421
Mitochondrial,0.9865,1.00697,0.43680368
Mitochondrial,0.9855,1.00597,0.48776508
Mitochondrial,0.972,1.01892,0.40797253
Mitochondrial,0.955,0.979104,0.36307053
Mitochondrial,0.951,0.961331,0.34635013
Mitochondrial,0.9945,0.994035,0.44064885
Mitochondrial,0.9685,0.963048,0.49367601
Mitochondrial,0.9805,0.975937,0.43886211
Mitochondrial,1.008,1.06609,0.48350398
Mitochondrial,0.9945,1.004,0.44388631
Mitochondrial,0.984,0.997615,0.45362592
Mitochondrial,0.954,0.996636,0.31959882
Mitochondrial,0.986,1.03765,0.43430987
Mitochondrial,0.968,1.00989,0.3953037
Mitochondrial,0.9635,0.980655,0.40006181
Mitochondrial,0.998,1.01367,0.46680696
Mitochondrial,0.996,0.998242,0.44526644
Mitochondrial,0.9635,0.96626,0.40678554
Mitochondrial,0.9465,0.969534,0.34511967
Mitochondrial,0.992,1.04525,0.41136363
Mitochondrial,0.9195,0.938134,0.40685551
Mitochondrial,0.9365,0.95525,0.39015258
Mitochondrial,0.963,0.983888,0.35876178
Mitochondrial,0.955,0.969002,0.35378447
Mitochondrial,1.0015,1.06669,0.42649199
Mitochondrial,0.8965,0.925666,0.28625954
Mitochondrial,0.9675,0.95863,0.50869268
Mitochondrial,0.939,0.948618,0.33352078
Mitochondrial,0.8915,0.949155,0.26792452
Mitochondrial,0.924,0.954388,0.36557161
Mitochondrial,0.9675,0.970551,0.38641952
Mitochondrial,0.998,1.05819,0.42820606
Mitochondrial,0.9915,1.00896,0.4361688
Mitochondrial,0.968,0.93583,0.53759177
Mitochondrial,0.9525,0.950439,0.64283252
Mitochondrial,1.0005,1.05891,0.42841648
Mitochondrial,0.985,1.01367,0.41116458
Mitochondrial,0.99,1.00225,0.44910071
Mitochondrial,0.992,1.01785,0.45060425
Mitochondrial,0.9985,1.02454,0.42759026
Mitochondrial,1.0035,1.06212,0.4363702
Mitochondrial,0.972,0.979047,0.39696087
Mitochondrial,0.9665,0.997189,0.42124684
Mitochondrial,0.952,0.966666,0.40702346
Mitochondrial,0.976,1.00837,0.36961575
Mitochondrial,0.881,0.991669,0.22652014
Mitochondrial,0.991,1.01181,0.44557888
Mitochondrial,0.78,0.847879,0.18269947
Mitochondrial,1.0045,1.05903,0.43549562
Mitochondrial,0.903,0.908179,0.30887678
Mitochondrial,0.882,0.974209,0.24929525
Mitochondrial,0.988,0.987852,0.53793545
Mitochondrial,0.99,1.01252,0.43307392
Mitochondrial,1.016,1.05551,0.49685301
Mitochondrial,0.995,0.999177,0.47516121
Mitochondrial,0.9615,1.01767,0.38637783
Mitochondrial,0.993,1.01566,0.44103956
Mitochondrial,0.946,0.968279,0.34345279
Mitochondrial,0.957,0.960423,0.38118811
Mitochondrial,0.9985,1.04787,0.44428364
Mitochondrial,0.951,0.952355,0.46173281
Mitochondrial,0.87,0.821557,0.5360991
Mitochondrial,0.9785,1.01769,0.46103613
Mitochondrial,0.956,0.97323,0.35187686
Mitochondrial,0.9835,0.977334,0.4668773
Mitochondrial,1.002,1.058,0.43368268
Mitochondrial,0.9785,1.00113,0.43059711
Mitochondrial,0.947,0.966487,0.40682554
Mitochondrial,0.9535,0.963006,0.36221868
Mitochondrial,0.9495,0.967517,0.33475764
Mitochondrial,0.908,0.899751,0.34238456
Mitochondrial,0.979,0.976476,0.4889748
Mitochondrial,1.091,1.60838,0.63636363
Mitochondrial,0.9115,0.904665,0.33173406
Mitochondrial,0.979,0.974612,0.50768732
Mitochondrial,0.903,0.951589,0.28382129
Mitochondrial,1.0625,1.2966,0.55388471
Mitochondrial,0.908,0.908231,0.33403266
Mitochondrial,0.871,0.966049,0.23159114
Mitochondrial,0.9925,1.02777,0.4184068
Mitochondrial,0.996,1.00804,0.43023474
Mitochondrial,1.0025,1.06722,0.42306293
Mitochondrial,1.06,1.49008,0.55737704
Mitochondrial,0.988,1.0146,0.42781896
Mitochondrial,0.835,0.803254,0.56229046
Mitochondrial,0.9975,0.992955,0.50162612
Mitochondrial,0.9735,1.00897,0.36760563
Mitochondrial,0.967,1.00451,0.38232028
Mitochondrial,0.9215,0.944627,0.35465409
Mitochondrial,0.95,0.95858,0.36556005
Mitochondrial,0.9595,0.966841,0.38274016
Mitochondrial,0.9615,0.964867,0.38727231
Mitochondrial,0.9435,1.01269,0.37852216
Mitochondrial,0.9915,1.0157,0.41666666
Mitochondrial,0.9645,1.01818,0.36497847
Mitochondrial,1.0125,1.02851,0.536
Mitochondrial,0.99,1.01535,0.41718995
Mitochondrial,1.001,1.0265,0.53382624
Mitochondrial,0.921,0.953246,0.29070752
Mitochondrial,0.9845,0.970333,0.51171967
Mitochondrial,0.94,0.932533,0.43817012
Mitochondrial,0.9995,1.00786,0.47235524
Mitochondrial,0.9375,0.96187,0.46905601
Mitochondrial,0.9745,0.981786,0.36389331
Mitochondrial,0.879,0.844964,0.47558431
Mitochondrial,0.9495,0.97317,0.41384916
Mitochondrial,0.8785,0.867031,0.51734392
Mitochondrial,0.9595,0.960925,0.45267206
Mitochondrial,0.892,0.923247,0.25912464
Mitochondrial,0.9555,0.9549,0.48030227
Mitochondrial,1.0005,1.05889,0.43064633
Mitochondrial,0.948,0.948952,0.43812817
Mitochondrial,0.938,0.953222,0.4276887
Mitochondrial,0.953,0.974437,0.34725397
Mitochondrial,0.952,0.92951,0.55848954
Mitochondrial,1.009,1.03585,0.50711077
Mitochondrial,0.894,0.920694,0.27401778
Mitochondrial,0.95,1.03526,0.32051572
Mitochondrial,0.991,1.02194,0.41140096
Mitochondrial,1.0805,1.45195,0.5
Mitochondrial,0.867,0.913681,0.39514599
Mitochondrial,1.005,1.0357,0.50725163
Mitochondrial,1.003,1.05921,0.43410852
Mitochondrial,0.9775,1.02199,0.39853958
Mitochondrial,1.0585,1.55548,0.54874651
Mitochondrial,0.9975,1.06826,0.41949616
Mitochondrial,0.8895,0.923917,0.25306318
Mitochondrial,1.0005,1.07542,0.42515404
Mitochondrial,0.8865,0.923637,0.25008169
Mitochondrial,0.9765,0.992192,0.39449541
Mitochondrial,0.973,0.969578,0.49857737
Mitochondrial,0.988,1.29543,0.39136302
Mitochondrial,0.9885,1.03681,0.44477881
Mitochondrial,0.968,0.984406,0.37659688
Mitochondrial,0.9215,0.92059,0.36380195
Mitochondrial,0.957,0.972792,0.35460269
Mitochondrial,0.9795,1.00925,0.39273263
Mitochondrial,0.9725,0.996288,0.42166881
Mitochondrial,1.0015,1.06701,0.4308588
Mitochondrial,1.0025,1.06795,0.42883013
Mitochondrial,0.9935,1.06204,0.40929041
Mitochondrial,0.9905,1.01755,0.44155339
Mitochondrial,0.988,1.01693,0.42541222
Mitochondrial,0.9985,1.01442,0.45338983
Mitochondrial,1.002,1.0554,0.43483023
Mitochondrial,0.9515,0.91693,0.63115196
Mitochondrial,0.9675,0.950193,0.57313162
Mitochondrial,0.9905,1.00098,0.43370458
Mitochondrial,0.9815,0.9725,0.50834341
Mitochondrial,0.958,0.955824,0.45744509
Mitochondrial,0.9975,1.0661,0.41343012
Mitochondrial,0.969,0.970115,0.40441902
Mitochondrial,0.949,0.925874,0.6063876
Mitochondrial,0.899,0.848743,0.60945867
Mitochondrial,0.997,1.01289,0.45687645
Mitochondrial,0.985,0.964316,0.52227325
Mitochondrial,0.981,1.0009,0.41582432
Mitochondrial,0.953,0.926716,0.61191988
Mitochondrial,0.926,0.898088,0.65309476
Mitochondrial,0.9585,0.937519,0.60900932
Mitochondrial,0.985,0.997084,0.46614143
Mitochondrial,1.0035,1.058,0.44113424
Mitochondrial,0.9475,0.966797,0.33533135
Mitochondrial,0.997,1.02285,0.42164662
Mitochondrial,0.976,1.01215,0.39353197
Mitochondrial,0.942,0.92526,0.54021367
Mitochondrial,1.0625,1.42447,0.48088531
Mitochondrial,1.002,0.997701,0.47716392
Mitochondrial,0.981,1.20772,0.37471264
Mitochondrial,0.998,1.06866,0.40895848
Mitochondrial,0.975,0.977156,0.426904
Mitochondrial,0.954,0.993423,0.37844862
Mitochondrial,0.968,0.971836,0.38261172
Mitochondrial,0.983,0.972519,0.47523292
Mitochondrial,0.9785,0.965066,0.50632149
Mitochondrial,0.9955,1.02768,0.42075298
Mitochondrial,1.0005,1.05826,0.4351145
Mitochondrial,0.953,0.967408,0.34496835
Mitochondrial,1.005,1.06215,0.43863471
Mitochondrial,1.006,1.05764,0.46814092
Mitochondrial,1.0,1.06294,0.41981132
Mitochondrial,0.9955,1.0065,0.45936055
Mitochondrial,1.0065,1.05073,0.44251626
Mitochondrial,0.939,0.909274,0.65377738
Mitochondrial,0.945,0.909212,0.64184
Mitochondrial,0.9695,0.968595,0.52105571
Mitochondrial,0.987,1.00611,0.4805936
Mitochondrial,0.9885,1.01777,0.41961503
Mitochondrial,0.9525,0.9302,0.55793301
Mitochondrial,0.94,0.955856,0.34491305
Mitochondrial,0.935,0.954228,0.32441595
Mitochondrial,0.9875,0.978614,0.569542
Mitochondrial,0.9695,0.986166,0.39718781
Mitochondrial,0.9815,0.977259,0.43060649
Mitochondrial,0.9895,0.962146,0.53872196
Mitochondrial,0.959,0.967748,0.39006441
Mitochondrial,0.9755,1.01284,0.36831848
Mitochondrial,0.9575,0.97445,0.35836186
Mitochondrial,0.9775,0.96833,0.49900544
Mitochondrial,0.894,0.899362,0.30368233
Mitochondrial,1.001,1.06201,0.41940137
Mitochondrial,0.9245,0.904736,0.6540842
Mitochondrial,1.005,1.03496,0.52180339
Mitochondrial,0.991,1.02123,0.42792527
Mitochondrial,0.9445,0.920301,0.62860563
Mitochondrial,0.9995,0.992864,0.49329134
Mitochondrial,0.979,1.02175,0.39522801
Mitochondrial,0.948,0.916505,0.63529794
Mitochondrial,0.9265,0.894663,0.61887585
Mitochondrial,0.9085,0.909724,0.33183328
Mitochondrial,0.9455,0.949139,0.41886961
Mitochondrial,0.99,1.00339,0.44190791
Mitochondrial,0.981,1.01113,0.42104216
Mitochondrial,0.9815,0.974024,0.51014969
Mitochondrial,0.994,1.1047,0.4
Mitochondrial,0.995,1.00538,0.47226979
Mitochondrial,1.0,1.05933,0.42747813
Mitochondrial,0.9985,1.05576,0.43267831
Mitochondrial,0.95,0.969298,0.33472215
Mitochondrial,1.005,1.06006,0.44049798
Mitochondrial,1.0055,1.05038,0.44067796
Mitochondrial,0.998,1.06099,0.42774357
Mitochondrial,0.9525,0.945719,0.57415883
Mitochondrial,0.9225,0.971372,0.29324628
Mitochondrial,0.967,0.929495,0.61374644
Mitochondrial,1.007,1.01336,0.48544468
Mitochondrial,0.955,0.978959,0.34625756
Mitochondrial,0.9825,0.96096,0.52038401
Mitochondrial,1.0015,1.06234,0.42478197
Mitochondrial,0.9055,0.88314,0.68956727
Mitochondrial,0.93,0.900127,0.64769829
Mitochondrial,0.8115,0.747615,0.74850061
Mitochondrial,0.9665,0.9708,0.38496891
Mitochondrial,0.974,0.97294,0.43880731
Mitochondrial,0.992,0.978667,0.58073344
Mitochondrial,0.947,0.920182,0.64340219
Mitochondrial,0.958,0.971197,0.35678908
Mitochondrial,1.002,1.06,0.42914536
Mitochondrial,0.9265,0.90851,0.37918462
Mitochondrial,0.9585,0.972339,0.35140582
Mitochondrial,0.966,0.976009,0.38746045
Mitochondrial,0.9525,0.9713,0.36939958
Mitochondrial,1.004,1.06951,0.44167306
Mitochondrial,0.9975,1.05845,0.41273839
Mitochondrial,0.8915,0.864949,0.70387803
Mitochondrial,0.951,0.97542,0.33601568
Mitochondrial,0.9365,0.963808,0.35697928
Mitochondrial,0.996,1.05205,0.42976406
Mitochondrial,1.0035,1.01847,0.4393619
Mitochondrial,0.9995,1.06231,0.4265938
Mitochondrial,1.004,1.06131,0.44533236
Mitochondrial,0.974,1.00413,0.37583643
Mitochondrial,0.993,1.0074,0.43422712
Mitochondrial,0.9625,0.980249,0.39935889
Mitochondrial,0.939,0.906545,0.65935523
Mitochondrial,0.995,1.0655,0.40977713
Mitochondrial,0.9935,1.01957,0.42520699
Mitochondrial,0.9465,0.968877,0.33347417
Mitochondrial,0.961,0.966744,0.36833206
Mitochondrial,0.9915,1.01808,0.43666927
Mitochondrial,1.002,1.05994,0.43173565
Mitochondrial,0.992,1.00984,0.46320845
Mitochondrial,0.9255,0.974186,0.2962345
Mitochondrial,0.9315,0.90434,0.65384009
Mitochondrial,0.9325,0.923323,0.62763566
Mitochondrial,0.9465,0.956121,0.35367253
Mitochondrial,0.949,0.943198,0.50607629
Mitochondrial,0.9795,0.971848,0.47227489
Mitochondrial,0.97,0.975147,0.39150236
Mitochondrial,0.9895,1.02212,0.42044008
Mitochondrial,1.006,1.03255,0.51956124
Mitochondrial,0.951,0.934837,0.46167151
Mitochondrial,0.968,0.968031,0.42778925
Mitochondrial,0.9785,0.968799,0.4951969
Mitochondrial,0.9635,0.96618,0.39606373
Mitochondrial,0.863,0.808118,0.49253821
Mitochondrial,0.905,0.865108,0.6335889
Mitochondrial,0.978,0.968853,0.48315803
Mitochondrial,0.9935,1.00454,0.43722755
Mitochondrial,1.0035,1.06316,0.4377276
Mitochondrial,0.974,0.963395,0.52826739
Mitochondrial,0.956,0.972461,0.34696748
Mitochondrial,0.9675,0.97937,0.37534146
Mitochondrial,0.9565,0.973506,0.35509138
Mitochondrial,0.989,1.04579,0.39425325
Mitochondrial,0.987,1.02638,0.40933958
Mitochondrial,0.969,0.953612,0.45364639
Mitochondrial,0.992,1.01524,0.42229977
Mitochondrial,0.95,0.96113,0.4840816
Mitochondrial,0.925,0.900017,0.65193917
Mitochondrial,0.9085,0.928027,0.33759339
Mitochondrial,0.8885,0.95446,0.24826306
Mitochondrial,0.949,0.970168,0.33554745
Mitochondrial,0.905,0.886838,0.43560451
Mitochondrial,0.997,1.06251,0.42572463
Mitochondrial,0.9385,0.894299,0.61700962
Mitochondrial,0.95,0.965348,0.35641229
Mitochondrial,0.998,1.05975,0.42124408
Mitochondrial,0.9655,0.965634,0.42599475
Mitochondrial,0.963,0.967273,0.42493918
Mitochondrial,0.778,0.721764,0.73562849
Mitochondrial,1.009,1.27563,0.41935483
Mitochondrial,1.0955,1.89253,0.53043478
Mitochondrial,1.0075,1.03273,0.55621011
